eventid,uid,output
9105022,446270,"Here are the protest-related information extracted from the news article:

* No specific protests or demonstrations mentioned in the article.
* However, the article highlights the increasing diversity and racial awareness among students at Berkeley, which may potentially lead to social changes.

Additional points:

* The article mentions that minority enrollment has increased significantly at Berkeley, with no single group making up a majority.
* Troy Duster, director of the Institute for the Study of Social Change at Berkeley, is conducting a study on campus diversity and has found that racial awareness has intensified as minority enrollment has risen.
* Dr. Duster's study suggests that campus fragmentation may lead to social transformation, where students learn to appreciate and understand each other's cultures.

Overall, the article presents a nuanced view of the complexities surrounding cultural diversity and racial awareness among students at Berkeley, highlighting both the challenges and opportunities for social change."
9105025,447767,0
9105027,448102,0
8803041,448120,0
9105028,448136,1
9105026,448182,1
9105030,448476,1
9105031,448645,1
9105032,448825,1
9106001,449534,1
9106002,449677,"I apologize for the confusion earlier. Since you didn't provide the full text of the news article, I can't extract information from it. Please share the full text of the news article, and I'll be happy to help you determine if the police were mentioned at the event. Once I've read the article, I'll respond with a structured answer in the format: <numeric answer > (1-Yes; 0-No)."
9106004,450811,1
9106007,451349,0.
9106008,451366,1
9106013,452444,0
9106014,453046,0
9106017,454874,0
9106020,456019,1
9107003,457025,0
9107005,457750,0
9107010,457878,0
9107016,458439,0
9107015,458442,0
9107014,458452,"The article discusses the controversy surrounding the chemical Alar, which was used in apple orchards to control pests. The Environmental Protection Agency (EPA) banned Alar due to concerns that it posed a cancer risk to children. However, many farmers and growers argue that the ban was based on flawed science and has had devastating effects on their livelihoods.

The article quotes Jim Clements, a farmer from Washington state who has lost millions of dollars in revenue as a result of the Alar ban. He says that the panic over Alar broke a bond of trust between farmers and consumers, and that many innocent people were hurt by the misinformation spread about the chemical.

The article also mentions the Natural Resources Defense Council (NRDC), which released a study claiming that Alar posed a significant risk to children's health. The NRDC hired a public relations firm to promote their findings, which led to widespread media coverage and public outcry. However, many scientists have criticized the NRDC's methodology and conclusions.

The article notes that two reviews of the Alar findings - one by Britain's Advisory Committee on Pesticides and another by the California Department of Food and Agriculture - have concluded that the cancer risk from Alar was minuscule. Despite this, the controversy over Alar has had lasting effects on the apple industry, with many farmers continuing to feel the economic impacts of the ban.

The article also mentions a lawsuit filed against CBS News and other defendants by a group of apple growers who claim that their reputations were damaged by the ""60 Minutes"" broadcast on Alar. The lawsuit is ongoing and may take years to come to trial."
9107017,458978,0
9107018,459446,1. Yes
9107021,459846,0
9107020,459890,0
9107019,459918,0
9107022,460194,0.
9107024,460241,0
9107023,460355,1.
9107025,460522,0
9107026,460756,0
9107027,461365,1.
9107029,461779,0
9107030,462554,0
9107032,462635,0
9107034,462814,0
9107035,462828,1
9107036,463370,0
9107040,463960,0
9107041,464051,0.
9108026,464123,"I apologize for the misunderstanding earlier! Since you didn't provide the full text of the news article, I'm unable to determine if it mentions police at the event. Could you please share the article with me? Once I've read it, I can give you a numeric answer (1-Yes; 0-No) indicating whether police are mentioned as being present at the event."
9108001,464186,0. There is no mention of police at the event in this news article.
9108003,464437,"This news article reports on the aftermath of a highly publicized case involving the arrest and subsequent suspension of three police officers in Milwaukee, Wisconsin. The incident has sparked widespread outrage and protests from the community, with many calling for fundamental changes to the police department's practices.

The article highlights Chief Philip Arreola's efforts to rebuild confidence between the police department and the community, including his attempts to develop a more community-oriented policing style. However, critics argue that these efforts have been hindered by the department's historical problems, including a reputation for being hostile towards minority groups.

The case has also drawn attention to long-standing issues faced by Milwaukee's gay community, who claim that they have been subject to harassment and assault by police officers. Protests have been held in response to the incident, with many calling for increased accountability and transparency from the police department.

Not everyone is opposed to the police, however. Some residents offer words of encouragement and support for the officers, acknowledging that policing can be a challenging job.

The article also notes that Chief Arreola has suspended the three officers involved in the case, but refuses to disclose what charges they are facing. The police union has responded by calling for a vote of confidence in the chief's leadership, which could potentially lead to his resignation.

Overall, this news article suggests that the tensions between the community and the police department in Milwaukee are complex and multifaceted, with many historical issues still needing to be addressed in order to rebuild trust."
9108004,464686,1
9108006,464835,0
9108009,465274,1
9108067,465370,1
9108011,465908,0
9108014,466336,1
9108015,466347,1
9108017,466452,1
9108016,466557,1.
9108019,466680,1
9108021,466712,0
9108022,467050,0
9108059,467056,1
9108024,467262,0
9108028,468071,0
9108030,468205,1
9108054,468341,"This article describes a violent incident that occurred in Crown Heights, Brooklyn on Monday night. The incident began when a Hasidic Jew was involved in a car accident while returning from his wife's grave at Montefiore Cemetery. The driver of the car and his passengers were attacked by an angry crowd of blacks who had gathered at the scene. The police responded to the incident, but not before two men were stabbed, one of whom died later that night.

The article reports that 14 people were arrested by 10 pm, including a television journalist who was attacked while covering the story. At least a dozen police officers were injured in the violence, including one who was struck in the face with a bottle and left bleeding profusely.

The incident highlighted long-standing tensions between the black and Jewish communities in Crown Heights. The article quotes Deputy Mayor Bill Lynch as saying that there is ""years and years of tension"" in the area and that the police have been accused of favoring the Hasidic community over other residents.

The violence was widely condemned, with Mayor David Dinkins calling it ""painful."" The incident also led to renewed calls for greater understanding and cooperation between the black and Jewish communities."
9108055,468395,1
9108057,468476,1.
9108033,469008,"Protest Information:

* Topic: Residency requirements for police officers, firefighters, and teachers
* Location: Trenton, Camden, Union City
* Date: Ongoing issue
* Protesters: Firefighters, police officers, union officials, residents
* Demands:
	+ Abolish residency requirements for uniformed employees (police officers, firefighters)
	+ Enforce residency requirements more strictly for non-uniformed municipal workers
	+ Make any state resident eligible to take a municipality's examination for firefighter
* Key Quotes:
	+ ""It's a farce."" - Capt. Joseph Marini, Camden Fire Department
	+ ""The day after they appoint you, you can move out."" - Capt. Joseph Marini, Camden Fire Department
	+ ""Just burns you out."" - Terence Gordon, president of Union City's police officers' union
* Context: The article highlights the issue of residency requirements for municipal employees in Trenton, Camden, and Union City. Many employees, including police officers, firefighters, and teachers, live outside the city where they work. This has led to concerns about the lack of community engagement and commitment among these employees."
9108031,469186,0
9108045,469359,1-Yes
9108039,469610,1
9108040,469610,1.
9108035,469884,1
9108036,470078,1. Yes
9108038,470375,0.
9109002,470634,1
9109005,470906,1
9109007,471013,1
9109009,471196,1
9109010,471386,1.
9109011,471438,0
9109014,472245,1.
9109015,472266,0
9109017,472313,0
9109018,472574,1
9109020,473012,0
9109022,473441,0
9109024,473501,1
9109026,473766,0
9109027,474075,0
9109028,474123,1
9109060,474143,0
9109031,474425,"What a fascinating article! Here are some key points about protest information:

1. **Los Alamos process**: Researchers at Los Alamos National Laboratory are developing a method to safely destroy solid-rocket fuel using oxidation. The process has shown promise, but it's still in the early stages.
2. **Air Force funding**: The Air Force is financing the research to explore innovative ways to recycle or destroy missiles, including the Los Alamos process.
3. **Missile destruction in Iraq**: Following the Gulf War, the United Nations conducted a police action to destroy Iraqi missiles with a range of more than 93 miles. The primary method used was pulverization with a heavy weight.
4. **Start treaty**: The treaty requires the destruction of missile silos, submarines, and bombers, but allows for the reuse of missiles under strict guidelines. This has raised questions about what to do with retired American missiles, such as Minuteman 2's and Poseidon C-3's.
5. **Conversion to civil launchers**: Some experts suggest converting retired missiles into civil and commercial launchers that can loft small payloads into space. However, this idea is met with concerns from the private launching industry about competition and the potential for government-subsidized launchers to flood the market.

No protests or social unrest are mentioned in this article. The focus is on the scientific and technological aspects of missile destruction and recycling."
9109033,474813,1.
9109036,475170,1
9109035,475216,0
9109038,475373,1.
9109037,475390,0
9109039,475569,0
9109040,475605,"Here are the protest information extracted from the news article:

**Event**: Moratorium on Sewer Systems
**Location**: Yonkers Joint Wastewater Treatment Plant
**Date**: November 1987 - May 1990
**Protestor**: Unnamed protesters, possibly including the Fishermen's Association and friends group

**Background**: The moratorium prevented a housing project from moving ahead, which ultimately led to the developer's financial struggles.

**Conflict**: The developer, Mr. Arcuri, faced financial difficulties due to unpaid contractors, outstanding loans, and tax liens with the Village of Dobbs Ferry and Town of Greenburgh."
9109044,475971,0
9109048,476223,1
9109049,476260,0
9109047,476262,0
9109046,476264,0
9109050,476357,0
9109053,476495,0
9109055,476792,1
9109054,476795,"Here is the extracted protest information from the news article:

**Protest Details**

* **Union Affiliation**: The International Ladies Garment Workers Union (ILGWU) represents workers at another Korean-language daily in Manhattan, The Chosun Daily News.
* **Reason for Protest**: Mass dismissals at The Sae Gae Times, a Korean-language newspaper, following an organizing campaign by union members.
* **Number of Dismissed Workers**: 17 people were dismissed on May 31, with 15 being reporters and editors who had signed union cards.
* **Allegations**: Union leaders claim that the dismissals are a result of union activity, as management cited financial difficulties and computerization of operations as reasons for the layoffs.
* **Legal Action**: The ILGWU filed a charge with the National Labor Relations Board (NLRB) alleging that the newspaper violated labor laws by discharging employees for union activity.
* **Potential Outcomes**:
	+ Administrative law judge's ruling can be appealed to the NLRB and then to federal courts, which could take 2-5 years.
	+ The ILGWU is considering a request from the garment workers' union for an injunction against The Sae Gae Times, ordering the newspaper to rehire dismissed workers while the dispute is resolved.

**Background**

* The protest began with a minor personal spat between two editors at the newspaper, which escalated into a broader conflict involving union membership and job security.
* Union leaders contend that management's actions were aimed at undercutting the recruitment effort and intimidating employees who support the union."
9109051,477104,0
9109058,477216,0
9109059,477402,1
9110006,477726,1
9110005,477727,1
9110007,477730,0
9110011,477759,0
9110010,477831,0
9110012,478024,0.
9110014,478237,0
9110019,478483,0
9110018,478484,0
9110020,478503,1
9110016,478815,0
9110026,478872,0
9110034,479236,0.
9110035,479255,"Here are some key points extracted from the article:

1. The New York City Police Department (NYPD) has launched a community policing program aimed at improving relationships between police and communities.
2. The program involves three police vans called Neighborhood Resource Centers, which will provide resources and services to residents dealing with social problems like drug abuse and family violence.
3. The vans are staffed by police officers, representatives from other city agencies, and volunteers who aim to help residents access services that improve their quality of life.
4. The program also includes a radio public-service campaign and an award for ""Citizen of the Month"" to recognize residents who work with the police to tackle neighborhood problems.
5. Community policing is seen as a way to change the NYPD's image from being seen as hard-nosed police officers to being viewed as a positive force in communities.
6. Some police officers may be resistant to the community policing approach, particularly those who are ""macho"" and see the police as primarily a paramilitary operation.
7. However, others believe that community policing is an effective way to defuse crime and improve relationships between police and communities.
8. An example of this approach in action was provided by Officer Thomas Collins, who saved 25 weddings on Staten Island when a bridal shop suddenly closed without notice. He calmed angry customers and persuaded employees to open the business for the brides.

Overall, the article suggests that community policing is a key component of the NYPD's efforts to improve relationships between police and communities, and that it may require a shift in mindset among some police officers."
9110038,479803,1
9110040,480004,0
9110042,480060,0.
9110051,481066,1
9110053,481381,0
9110056,482153,0
9110061,482623,0
9110062,482656,0
9110063,482695,1
9110066,483375,0. There is no mention of police at the event in this news article.
9111001,483981,"A fascinating article about Police Chief Pastore's unconventional approach to policing in New Haven. Here are some key points extracted from the protest:

* Chief Pastore was reassigned to the animal shelter after 21 years of service, despite earning a pension.
* He earned the enmity of many officers by ejecting them from desk jobs to street duty, leading some to quit.
* The Chief started an unusual operation where he met with someone described as an informant on Mafia activities in secret meetings at a Holiday Inn.
* This operation cost thousands of dollars and was never made public.
* The Chief has been critical of traditional policing methods, advocating for community policing and ""service-oriented"" officers.
* He has also been pushing for changes such as sending first-time drug offenders to treatment instead of jail and reducing police presence in neighborhoods.

Overall, the article suggests that Chief Pastore is a maverick who is willing to challenge traditional norms and approaches to achieve his goals. While some may question his methods, he seems to have earned the respect of at least some members of the community."
9111005,484150,0
9111008,484334,0
9111006,484370,1.
9111007,484424,0.
9111009,484777,0.
9111011,485424,0
9111013,485646,0
9111018,485878,1.
9111020,486260,0
9111021,486400,0
9111022,486412,0
9111023,486604,0
9111024,486623,0
9111027,486636,0
9111026,486644,0
9111028,486655,0.
9111031,486756,1
9111029,486887,0
9111032,486897,0.
9111037,486980,1
9111036,486986,0.
9111034,487008,0
9111035,487008,0
9111033,487049,1
9111041,487496,0.
9111042,487653,1
9111038,487815,"This article reports on the murders of two gay men, Julio Rivera and Daniel Doyle, who were both found dead with signs of trauma and bludgeoning. The police initially considered the crime to be drug-related, but later recategorized it as a bias incident after months of protests by gay groups.

Julio Rivera was a 28-year-old Latino man who grew up in the South Bronx. He dropped out of school in the seventh grade and moved to Manhattan, where he met wealthy older men who introduced him to the theater, fine food and wine, designer clothes, cocaine, and the club scene. Despite his tough exterior, Rivera had a soft spot for extravagant gestures and was loved by those close to him.

Daniel Doyle, on the other hand, was a 23-year-old white man who grew up in a middle-class family with doting parents and two sisters. He attended prep school and college, studying Greek, Roman, and modern European literature. Despite his preppy image, Doyle was considered ""very smart, very sweet, very committed to his work"" by those who knew him.

Both men were found dead in their homes, with signs of trauma and bludgeoning. The police investigation initially focused on drug use as the cause of death, but later determined that the crimes were bias-related after months of protests from gay groups.

The article highlights the different backgrounds and experiences of the two men, but also notes their shared struggles with self-acceptance and identity. It suggests that the murders may have been motivated by a desire to erase these individuals' identities and experiences."
9111043,487960,0
9111046,488367,0
9111047,488689,0
9111048,488932,0
9111049,489111,1
9111050,489128,0
9111051,489158,0
9111052,489302,0
9111054,489756,1.
9111058,490422,0
9112001,490681,"Based on the article, it appears that the case before the Supreme Court involves a challenge to the St. Paul hate-crime ordinance, specifically its provision criminalizing cross-burning and swastikas. The law provides that anyone who places a symbol or object that arouses anger, alarm, or resentment in others based on race, color, religion, or gender commits disorderly conduct.

The article suggests that the Supreme Court may issue a narrow ruling, potentially only addressing the issue of whether the law can be used to challenge a criminal statute that discourages free speech. The main question is whether the ordinance's language is too broad and vague, allowing for the criminalization of other symbols or expressions that might offend someone.

The article also highlights the arguments presented by both sides. On one hand, Robert Viktora's lawyer, Edward J. Cleary, emphasizes that the law is overly broad and could lead to the criminalization of protected speech. He argues that the law targets specific ideas rather than actual harm caused by those ideas. On the other hand, Ramsey County Attorney Tom Foley believes that the state Supreme Court has already narrowed the ordinance enough to resolve First Amendment concerns. He argues that the law specifically targets hate crimes and that burning a cross in someone's yard is different from protected speech.

The article also mentions the concerns of civil libertarians, who worry that the law could be used to suppress artistic expression or other forms of free speech. They argue that the ordinance is too vague and open-ended, allowing for the criminalization of almost any symbol or idea that might offend someone."
9112002,490701,0
9112007,491064,0
9112006,491074,0
9112010,491268,0
9112009,491282,0
9112011,491500,0
9112017,491561,0
9112018,491772,0
9112021,492490,0
9112020,492516,1
9112023,492638,0
9112026,492748,0
9112028,492921,0
9112032,493218,0
9112036,493523,"The article discusses the issue of waste management in New York City, specifically the city's reliance on incinerators and its lackluster recycling program. The city produces over 27,000 tons of refuse daily, and has not built a new garbage-burning plant in 30 years. Most of the commercial waste is sent to out-of-state landfills.

The article highlights the challenges faced by New York City's recycling program, which accounts for less than 6% of its waste. The city's administration has been criticized for not doing enough to promote recycling and for considering new incinerators despite the lack of success with the current program.

Advocates for increased recycling argue that if the city focused on developing markets for recycled waste, it would reduce the need for incinerators. However, opponents of incineration point out that they are necessary for managing the large volume of waste generated by the city.

The article also discusses the risks associated with incineration, including the potential for air pollution and health concerns. Despite these risks, many experts believe that incineration is a necessary step towards reducing waste in the city.

Some quotes from the article:

* ""Incineration should be the last resort, not the first."" - Eric A. Goldstein, senior attorney with the National Resources Defense Council
* ""It is one thing to have legitimate objections, as many do. But there are also those that take advantage of the fear. They have a political stake in creating hysteria."" - Paul Casowitz, former Deputy Sanitation Commissioner under Mayor Koch

Overall, the article highlights the complex issue of waste management in New York City and the need for a comprehensive approach that balances recycling with incineration."
9112037,493586,0
9112039,493788,1.
9112042,494205,0.
9112043,494295,0
9112044,494503,0
9112045,494552,1
9112052,494920,0
9112050,494927,0
9112049,494957,0
9112051,495065,0
9112056,495255,1
9112057,495433,0
9112058,495437,0
9112060,495465,0
9112059,495789,0
9112062,496109,0
9112067,497290,0.
9201002,497480,1.
9201005,497905,0
9201014,498305,0
9201008,498392,1.
9201017,498482,0
9201018,498671,1
9201022,498977,0
9201025,499520,1.
9201030,499628,1.
9201031,500017,0.
9201035,500275,1
9201036,500405,1
9201037,500420,1.
9201039,501427,1.
9201050,502278,0
9201052,502699,0.
9201059,503168,1
9201062,503198,0
9201060,503211,1. Yes
9201073,503742,0
9201079,504195,0
9201082,504734,0
9202001,505450,0
9202002,505453,0. There is no mention of police at any event in this news article. The article discusses a court case involving veterans' benefits and does not mention law enforcement.
9202006,506301,0
9202005,506305,1
9202010,506347,1. Yes
9202012,506942,0
9202017,507115,0
9202023,507810,0
9202020,507926,1
9202021,507982,0
9202025,508261,1
9202027,508549,0
9202028,508596,0
9202033,509592,1
9202037,510188,0
9203001,511067,1
9203002,511067,0
9203010,512307,0
9203011,512392,1
9203016,513910,0
9203017,513928,1
9203023,516249,1
9203024,516361,0
9203026,517958,0
9204002,518214,1
9204001,518299,1
9204004,518957,1
9204008,519654,1.
9204010,520084,"The article discusses how Cracker Barrel, a popular restaurant chain, has been accused of discriminating against gay employees. Two employees, Samuel E. Hare and George Frisbee, were terminated from their jobs after the company discovered they were gay.

According to the article, both employees were given termination notices stating that they were being let go due to their sexual orientation. However, both men claimed that they had been invited to reapply for their positions multiple times only to be rejected again.

The article also mentions that Cracker Barrel's chairman, Dan W. Evins, has stated that the company is an equal opportunity employer and hires and promotes employees solely based on their qualifications and performance. However, gay advocacy groups argue that this statement is misleading since federal civil rights law does not protect homosexuals from workplace discrimination.

The article notes that Cracker Barrel has refused to comment on the issue, but that the company's growth has not been affected by the controversy. In fact, the company's sales have increased despite the negative publicity.

Some customers of Cracker Barrel have expressed support for the company's stance on homosexuality, citing religious beliefs as a reason for their opposition. However, gay advocacy groups argue that discrimination against gay employees is unacceptable and that legislation is needed to protect them from workplace discrimination.

Legislation has been introduced in Congress to extend federal civil rights protection to homosexuals, but it is unlikely to be enacted anytime soon."
9204024,522852,0
9204030,523394,"This news article reports on a court case involving Planned Parenthood and a group of abortion clinics challenging a Pennsylvania law restricting abortion rights. The article provides a detailed account of the oral arguments presented by the lawyers involved, including Ms. Kolbert, who represented Planned Parenthood and argued that the Court should continue to apply the strict scrutiny standard established in Roe v. Wade.

The article highlights the lively debate among the justices, with Justice Kennedy taking issue with Ms. Kolbert's assertion that the only logical possibility is to uphold the law under a stricter standard. The Solicitor General Starr urged the Court to adopt a rational basis test for abortion, which would allow restrictions on the exercise of a fundamental right to be upheld if they serve a ""legitimate"" state interest.

The article also notes the concerns expressed by Justice O'Connor regarding the notification provision requiring married women to notify their husbands of their intention to get an abortion. The Attorney General, Mr. Preate, struggled to defend this provision, acknowledging that it would require notification to all fathers and potentially even to anyone with whom a woman had intercourse.

Overall, the article provides insight into the legal arguments presented in the case and highlights the ongoing controversy surrounding abortion rights in the United States."
9204036,523742,"A protest article! Here are the protests' details:

**Protest Name:** ""Spring of Life""

**Location:** Buffalo, New York

**Organizers:** Operation Rescue and Pro-Choice Network (B.U.C.)

**Dates:** April 20 (announced) to present

**Participating Groups:** Operation Rescue, Pro-Choice Network (B.U.C.), and others

**Numbers:** Up to 100 cars in a convoy heading into the city; around 50-100 clinic defenders gathered outside clinics

**Tactics:**

* Operation Rescue protesters aim to chain themselves in front of clinics to jam entrances
* Pro-choice supporters shout anti-Nazism slogans and call protesters fascists
* Both sides have site leaders, quadrant leaders, and coordinators refining tactics and moving volunteers

**Key Moments:**

* Rev. Joseph Slovenec, an Operation Rescue regional leader, is surrounded by abortion rights advocates on early protests; he solves this problem by using two cell phones (one in each ear) to stay connected
* Pro-choice supporters offer clinics help during Operation Rescue's Wichita protests last summer; Kansas clinics prefer police handling crisis alone

**Background:**

* Operation Rescue has been planning for three years, with a strong pro-life political base and Catholic support
* The organization grew out of a 36-hour prayer meeting in Binghamton (1987) and started protesting at the Democratic Convention in Atlanta (1988)
* Pro-choice supporters formed Buffalo United for Choice (B.U.C.) to counter Operation Rescue's protests

**Personal Stories:**

* Lucille VanZandt, a former abortion patient, now with Operation Rescue, prays outside clinics
* Darcy D. France, an abortion rights supporter, shares her personal experience and emphasizes the importance of reproductive choice"
9204037,524033,1
9204040,524339,0
9204042,524694,1. Yes
9205016,525381,1
9205027,525476,1.
9205028,525778,0
9205037,526264,0
9205039,527230,"I apologize for the confusion earlier! Since you provided no text, I'll assume we haven't read the article yet.

To proceed, please provide the full text of the news article, and I'll extract the necessary information about police presence at the event. Once I've analyzed the text, I'll respond with a structured answer in the format: <numeric answer>."
9205044,527754,0
9205047,528564,0
9205048,529317,0
9205049,529386,1
9205050,530146,1
9205051,530571,0
9205052,531127,1
9206005,533328,1
9206008,534185,0
9206009,534526,0
9206011,535012,1
9206017,536094,0
9206021,536286,1.
9206024,536487,1
9206027,537091,1.
9206031,537727,1
9206036,538208,0
9206035,538358,1
9206037,538372,0
9206061,538384,0
9206042,538544,"It seems that you'd like me to focus on the pre-1966 liability issue in the Cipollone case, which was not addressed by the Supreme Court today.

To clarify, the pre-1966 liability issue refers to the question of whether cigarette companies can be held liable for pre-1966 smoking-related injuries and deaths. This is an important aspect of the case because it would have significant implications for the tobacco industry's potential liability for past harm caused by their products.

The lawyer representing the Cipollone family, Marc Z. Edell, stated that at the new trial, he will introduce evidence demonstrating that the cigarette companies conspired to mislead the public and falsely advertise. This suggests that the focus of the trial will be on the companies' actions prior to 1966 and how they contributed to the harm caused to smokers.

It's worth noting that Laurence H. Tribe, a Harvard law professor who argued the family's appeal in the Supreme Court, expects the new trial to be successful. He believes that the majority opinion today created a favorable climate for plaintiffs not only in smoking cases but also in suits for damages from other products with warning labels.

The pre-emption question is complex and has led to inconsistent rulings within this term alone. The fact that there was no single majority opinion underscores the division among justices on this issue.

Would you like me to provide more information or clarify any specific points regarding the pre-1966 liability issue in the Cipollone case?"
9206041,538549,0
9206045,538885,0
9207001,539908,0
9207004,540286,0
9207007,540779,1.
8903060,541256,1.
9207025,542984,1
9207026,543045,0
9207056,543345,1
9207029,543980,0
9207038,544681,1.
9207039,544845,0
9207042,545172,0
9207046,545951,0.
9207049,546619,1.
9208003,548279,0
9208004,548874,1
9208005,550153,1
9208006,550656,"Based on the news article, here are some key points about Ballot Measure 9:

* The measure aims to amend the state constitution to require that all governments discourage homosexuality and other listed ""behaviors"" (pedophilia, sadism or masochism).
* If passed, opponents say it could lead to a witch hunt-style investigation to root out people who speak favorably of homosexuals in state and local government.
* The measure would allow discrimination against homosexuals, giving landlords the right to evict gay tenants and employers the right to dismiss gay employees.
* Legal scholars argue that the measure poses a clear violation of constitutional protections of free speech.
* Some opponents compare it to thought police and peeping Toms crawling all over Oregon looking for homosexuals.
* Many legal experts agree that the measure is censorship, guilt-by-association, and against the First Amendment.
* The measure has received opposition from most of Oregon's political establishment, major newspapers, and religious organizations.

Overall, Ballot Measure 9 is a controversial proposal that has sparked heated debate about issues such as free speech, discrimination, and intolerance."
9208007,551259,0
9208010,552576,0.
9208011,552682,1
9208012,552868,1.
9209003,554477,0
9209005,554886,1
9209004,554897,0
9209010,556407,1.
9209011,556558,1
9209013,557976,1.
9209018,558902,0
9209019,559461,1.
9210002,560100,1
9210004,560320,1.
9210005,560328,0
9210009,560866,0
9210006,560978,0
9210012,561097,0
9210015,561324,1
9210018,561809,0
9210026,562629,0
9210024,562646,0
9210029,563245,0
9210036,563757,1
9210040,564816,0
9210043,565300,0
9210048,565976,1
9210052,566369,0
9210053,566375,1
9211002,567069,0
9211006,567261,0
9211007,567411,0. There is no mention of police at the event in this news article.
9211009,568367,1.
9211010,568590,1.
9211012,568813,0
9211011,568834,1
9211023,572076,0
9211024,572304,"Protest Information:

* The protest is related to the dismissal of Professor Jeffries as chairman of the Black Studies department at City College.
* Morale in the department is low due to disagreements between Dr. Gordon, the new chairman, and the faculty members.
* Some professors are frustrated with Dr. Gordon's attempts to radically alter the direction of the department, but he has the support of only a few tenured and nontenured professors.
* The controversy has led to a sense of chaos in the department, with some professors refusing to speak publicly about the matter.
* The Black Studies department is small, with only about a dozen students majoring in the field, but it offers 25 courses that are popular among students.
* Dr. Jeffries, the former chairman, is known for his provocative statements and has been involved in controversies surrounding race and culture.

Note: There may be additional protest information present in the article that I have not extracted."
9211025,572339,0
9211028,573350,0
9211027,573375,0
9212001,573762,0
9212004,573940,1.
9212008,574368,0
9212015,575168,0
9212018,575230,0
9212020,575364,0
9212028,576653,1.
9212030,576850,0
9212033,577428,1
9212035,578098,1.
9212036,578271,0
9301017,581072,0
9301018,582030,0
9301024,582901,0
9301011,583175,0
9301028,583274,1
9301029,583872,0
9301030,584068,0
9302005,587447,0
9302008,587626,0
9302016,589228,0
9302017,589631,0.
9302024,590067,0
9302026,590248,0
9302027,590654,0
9302033,591494,0
9302037,591824,0
9302021,592181,0
9302044,592195,0
9302041,592199,"Protest Information:

1. **Voting Rights Act**: The case involves the Voting Rights Act of 1965, specifically the amendments that gave minorities new grounds for challenging apportionment.
2. **Redistricting**: The case is about redistricting in Florida and Alabama, with concerns over representation and voting rights.
3. **Florida Case**: Black and Hispanic residents of Dade County sought increased representation, arguing they should have received an additional district under the Voting Rights Act.
4. **Justice Department's Appeal**: The Justice Department appealed the lower court's ruling, arguing that the court did not make a sufficient effort to accommodate the minority interests.
5. **Alabama Case**: A redistricting plan for Alabama's seven Congressional districts was upheld by the Court, which created one majority black district.

No protests mentioned in this article."
9302039,592266,0
9302046,592406,0
9302048,592821,0
9302047,592961,1
9302049,592973,1
9302050,593046,1
9302052,593295,1
9303002,593541,0
9303006,593992,1
9303008,594217,0. The article does not mention police at the event in the news article.
9303007,594222,1.
9303010,594561,0
9303013,594779,1
9303015,594894,0
9303016,594916,0
9303020,595270,1
9303026,595554,0
9303030,595704,0
9303031,596201,0
9303033,596343,1
9303039,596810,0
9303037,596862,0
9303041,597348,1.
9303042,597495,"I've extracted some protest information from this news article:

**Protesters:** 23-year-old black senior and organizer of recent demonstrations at Old Westbury College.

**Reason for Protest:** Frustration over conditions at the college, including lack of student center, few campus activities, limited phone service in dorms, and cuts to basic education programs. Minority students feel unwelcome and isolated on campus.

**Quotes:**

* ""It makes us feel like they don't want us here."" - Organizer of the demonstrations
* ""I never thought I could go to college... This one woman really touched me. She said she'd be here for me, and that's been true."" - Cheryl Ware, 20-year-old junior from Hollis, Queens
* ""I come from a household where people speak Spanish all the time and it can be hard to shift to English. I was counting on that extra help."" - Brenda Cordero, 19-year-old freshman from the South Bronx

**Background:**

* Old Westbury College has a history of student protests and activism, dating back to its founding in 1968.
* The college's mission is universal access to education and outreach to minority students who have been traditionally bypassed by colleges.

Let me know if you'd like me to extract any other information!"
9303044,597695,0
9303043,597712,0.
9303045,597918,1
9303046,597924,1
9303047,598157,0.
9303048,598192,0.
9303049,598222,"Here is the protest information extracted from the news article:

**Issue:** Bilingual education and its role in promoting cultural identity and language preservation among Hispanic students, particularly Puerto Rican immigrants.

**Conflict:** The expectation that Hispanic students must give up their native language (Spanish) to become part of American society, which conflicts with their cultural identity and the desire to preserve their native language.

**Groups involved:**

1. **Puerto Rican community:** Advocates for bilingual education and preserving Spanish as a vital part of their cultural identity.
2. **Critics of bilingual education:** Argue that bilingual education is not an effective way to promote English acquisition and that it creates separate classrooms, perpetuating segregation.
3. **Educators:** Hernan Lafontaine, former Superintendent of Schools in Hartford, argues that people's reactions change depending on the language they hear (German vs. Spanish).
4. **Lawyers and advocates:**

a. William M. Ortiz, executive director of the San Juan Center, emphasizes the importance of preserving cultural identity.
b. Peter Roos, a lawyer with Multicultural Education Training and Advocacy, highlights the need for support from school administrators to make bilingual education programs successful.

**Key quotes:**

1. ""The message is, 'You need to give this up to be part of my society,'... And I say, Why? I speak Spanish and English. I own my home. My children are doing well in school."" - William M. Ortiz
2. ""If people hear me speak German, they will look at me and say, 'Look at that cultured man.' If I say the same thing in Spanish, they will say, 'Look at that Puerto Rican.'"" - Hernan Lafontaine

**Key statistics:**

1. 30 percent unemployment continues to drive north those who are least successful at home (referring to Puerto Ricans in Hartford).
2. Studies suggest that Hispanic people across the country take an extra generation to make the transition to English, in part because the migration keeps Spanish alive in their neighborhoods.
3. 45 percent of surveyed Puerto Rican parents said they would move or resort to private schools if their children were reassigned by a desegregation plan."
9303055,599189,0
9303056,599194,1
9304004,599394,0
