eventid,uid,output
9009002,381375,"Please provide me with the full text of the news article, and I will extract and categorize up to 4 protest activities based on the provided criteria."
9009003,381401,"According to the article, there have been at least two killings of people who appear to be homosexual: James Zappalorti and Julio Rivera. Additionally, 64 people have been victims of crimes motivated by hatred of homosexuals through July this year, compared to 29 such crimes in the same period last year.

The attacks often involve gangs of young men targeting men or women they believe to be gay. The statistics compiled by the Gay and Lesbian Anti-Violence Project show a much higher number of bias-motivated attacks, with at least 316 reported this year.

The article also mentions that some attackers use AIDS as justification for their actions, and that the openness of the LGBTQ+ community can sometimes create a backlash."
9009005,381600,"Based on the article, I code up to 4 protest activities as follows:

20 ; 22 ; 44 ; 97

Here's my explanation for each activity:

* 20: Holding signs, picket line, placarding, human bill-boarding, informational picketing (mentioned in the phrase ""a march"" and ""protest"")
* 22: Procession or marching (described as a protest that took place on the street)
* 44: Singing collectively (implied by the phrase ""some people...pelted officers with eggs and a bottle, but no injuries were reported"")
* 97: Lawsuits and other legal maneuvers such as a trial, filing brief, and so on (mentioned in the phrase ""Mr. Sharpton and Steven Young, 30 years old, of Atlantic City, were given summonses..."")"
9009008,381617,"1: 23
2: None
3: None
4: None

The protest activities mentioned in the article are:

* 23: Reading or recitation of lists of names or of important documents (e.g., The Declaration of Independence or the Bible) - ""discussions"" and ""open discussion"" of various issues, such as environmental protection, desecration of Indian burial grounds, and fishing rights.

There is no mention of any other protest activities in the article."
9009009,381773,"Here are the protest activities I found mentioned in the article:

1: 20 = holding signs, picket line, placarding, human bill-boarding, informational picketing
2:
3:
4: 29 = vigiling silent protest holding placards, banners

Answer format: <numeric answer 1 ; numeric answer 2; numeric answer 3 ; numeric answer 4>

20; 0; 0; 29"
9009010,381987,"Based on the article, I extract the following protest activities:

1; 20; 27; 50.

Answer: <1; 20; 27; 50>."
9009011,382231,"After reading the article, I've identified four protest activities:

17 ; 20 ; 28 ; 61

Here's my reasoning:

1. **Parading chariots** (17): Although there are no actual chariots mentioned in the article, the phrase ""a crowd of about 25 people gathered outside"" could be interpreted as a form of procession or parading.
2. **Holding signs** (20): The article mentions a boycott, which likely involved holding signs and placards to express discontent with the store's owners.
3. **Sloganeering/chanting** (28): The protesters' verbal abuse and shouting during the altercation at the R. & N. market could be seen as a form of sloganeering or chanting.
4. **Looting** (61): According to the article, the crowd gathered outside the store and overturned fruit stands, smashed windows, and robbed the owners of approximately $3,000. This could be interpreted as looting.

Please note that these codes are based on my interpretation of the events described in the article, and may not reflect the actual protest activities that occurred."
9009012,382986,"1; 20; 25; 28

Explanation:
1. Bannering or hanging banners on buildings, bridges, and so on: Although not explicitly mentioned in the article, it is likely that protesters held signs or banners during their rally.
2. Holding signs, picket line, placarding, human bill-boarding, informational picketing: The article mentions ""Dump Florio"" bumper-stickers being sold at a table, which falls under this category.
3. Selling buttons, bumper-stickers, books, frisbees bearing demo info, and so on: As mentioned earlier, protesters were selling bumper-stickers with the slogan ""Dump Florio"".
4. Sloganeering/chanting chanting same small sets of words: Although not explicitly stated in the article, it is likely that protesters chanted slogans or phrases during their rally, given the context of a protest event."
9009015,383283,"I'd be happy to help! However, I don't see any information about a specific news article in your request. Could you please provide me with the text of the news article? Once I have that, I'll do my best to identify 4 protest activities and code them according to the criteria provided.

Please paste the full text of the news article, and I'll get started!"
9009017,384408,"After reading the article, I extracted the following protest activities:

< 20 ; 18 ; 28 ; 17>

Explanation:
1. Holding signs, picket line, placarding, human bill-boarding, informational picketing (Code 20)
2. Petitioning, both obtaining signatures and presentation of petitions, letters, signature (Code 18)
3. Sloganeering/chanting, chanting same small sets of words (Code 28)
4. Parading chariots (Code 17)"
9009018,384897,"Here are the protest activities extracted from the article:

< 3 ; 21; 25; 27>

Explanation:
1. Bannering or hanging banners on buildings, bridges, and so on: Not applicable
2. Bell ringing: Not applicable
3. Bicycling as part of a procession in protest of something: Yes, Tooker Gomberg and others took to the streets outside the Transportation Department and accosted motorists.
4. Candle-lighting or carrying or displaying candles: Not applicable
5. Canvassing, asking for votes, signatures, money, opinions: Not applicable
6. Cross carrying: Not applicable
7. Dances, dancing in celebration for peace: Not applicable
8. Debate: Not applicable
9. Discussion must be public and collective: Not applicable
10. Dramaturgical presentation skit, street theater, guerilla theater, theatrical event, use of puppets, mimes, clowns: Yes, Tooker Gomberg's bit of street theater was meant to provide a little extra visibility for a lobbying effort.
11. Fasting hunger strike, usually identified by placards, banners, leaflets: Not applicable
12. Film showing: Not applicable
13. Fireworks display: Not applicable
15. Leafleting distributing literature or tabling: Not applicable
16. Meditation, ordinarily silent, silent meditation service: Not applicable
17. Parading chariots: Not applicable
18. Petitioning both obtaining signatures and presentation of petitions, letters, signature: Not applicable
19. Photo display: Not applicable
20. Sit-in: Not applicable"
9009021,385137,"Here are my findings:

1. Vigiling (29) : The students who were arrested Monday for blocking the entrance to the university president's office and another was arrested in the street outside are described as being vigiling, or holding placards.
2. Procession or Marching (22) : The 30 undergraduate students who continued a sit-in that they began last Thursday in the lobby of Sullivan Hall are described as marching through the building, blocking the passage of police vans.
3. Sit-In (no specific category) : A group of about 500 students blocked Broad Street for several hours to demand binding arbitration, and another smaller group repeated the protest three days later.

Please let me know if you need any further assistance!"
9009022,385384,"Here are the protest activities extracted from the news article:

< 20 ; 26 ; 27 ; 2>

Explanation:
1. Holding signs, picket line, placarding (Code 20): The protesters held signs and shouted ""Boycott"" in front of the two Korean-owned grocery stores.
2. Silence or deliberate, designated periods of silence (Code 26): Although not explicitly mentioned, the repetition of the chant ""Boycott"" implies a sense of collective silence or solemnity among the protesters.
3. Speechmaking or testifying (Code 27): The article mentions that the protesters shouted slogans and repeated chants, which can be seen as a form of speechmaking or testifying.
4. Bell ringing (Code 2): Although not explicitly mentioned in the article, bell ringing is not ruled out as it is a common protest activity often used to signal support for a cause or to mark important events."
9009025,385990,"Here are the protest activities codes:

1; 20; 27; 98

Explanation:
* Code 1: Bannering or hanging banners on buildings, bridges, etc. (not applicable in this article)
* Code 2: Bell ringing (not applicable in this article)
* Code 20: Holding signs, picket line, placarding, human bill-boarding, informational picketing (students and professors holding signs condemning the racist note)
* Code 27: Speechmaking references to speech making, speakers, testifying, witnessing, short talk, address, sermon, and so on (Dean Calabresi's statement condemning the letter)
* Code 98: Other activity (the investigation and reaction of students and professors to the incident)"
9009023,386031,"Here's the protest information extracted from the news article:

**Protest Group:** Flatbush Frontline Collective, a group organized around the black-led boycott of Family Red Apple and Church Fruits and Vegetables.

**Reason for Protest:** The protesters were demonstrating against alleged racism and mistreatment by employees at both stores, particularly after Giselaine Felissaint, a Haitian-American woman, was allegedly assaulted by an employee of Family Red Apple.

**Protest Actions:**

* Demonstrations outside both stores, with about 50 protesters gathering near the stores.
* Protesters carrying placards and posters of Malcolm X.
* Shoving match erupted when police tried to keep protesters behind the yellow line on the sidewalk.
* Six men and two women were arrested for disorderly conduct, bringing the total number of arrests since the police began enforcing the court order to 13.

**Protest Messages:**

* ""Boycott!"" chants against the stores.
* ""We are all immigrants"" - Patricia Quow's statement emphasizing that everyone deserves a living.
* ""Nothing can stop us! We ain't going to listen to Uncle Tom Dinkins"" - protest slogans.
* Malcolm Amorali's statement: ""The issue here is an issue of the political economy of the city... The police are not here to protect us; they are here to defend their own interests.""

**Protest Leadership:** No specific leader mentioned, but Holly Volny and Malcolm Amorali were among those arrested.

**Police Response:** Police presence was heavy, with over 100 officers lining the sidewalks outside both stores. Six men and two women were arrested for disorderly conduct."
9009024,386046,"Here are the protest activities I identified:

1 ; 20 ; 31 ; 98

Code Explanation:
1. Vigiling: The fire was deliberately set, and there were no signs of forced entry.

20. Holding Signs: Act-Up members held signs with their group's name on the building's door-buzzer system on Friday.

31. Worshipping: Robert Jones, an Act-Up member, said that ""Act-Up doesn't take place in an office. Our work is in the streets,"" implying a sense of worship or reverence for the cause they are fighting for.

98. Other Activity: This category includes any activities not explicitly listed elsewhere. In this case, it could include the group's efforts to combat AIDS and their advocacy work in general."
9009029,386534,"Here are some key points extracted from the news article:

**Protest Information:**

* A large-scale protest was held outside City Hall to promote racial harmony and address concerns about Mayor David N. Dinkins' perceived ineffectiveness in breaking a boycott by Korean-American business owners.
* The protest, organized by several Korean-American groups, drew thousands of participants and featured peaceful rallies and voter registration drives.
* Younger Koreans were instrumental in the protest, with many handing out voter registration forms to emphasize their growing political power.

**Community Context:**

* The Korean-American community is relatively new to the United States, dating back only two decades, and faces challenges such as limited English proficiency, lack of familiarity with American ways, and low voter registration rates.
* Despite these challenges, Korean-Americans have begun to participate more actively in local politics, endorsing Jesse Jackson in the 1988 presidential election and raising money for mayoral candidates.

**Political Landscape:**

* Korean-Americans do not appear to be wedded to either major political party, with many evenly split between Republicans and Democrats.
* Deputy Mayor Bill Lynch notes that there is a rising political consciousness among Korean-Americans and that they should not be counted out as a political force in the city.

**Future Prospects:**

* The recent protest and boycott have helped unify the Korean-American community and raise awareness about their political power.
* Many Korean-American organizations are coming together to form coalitions, advocate for their interests, and push for greater representation in local politics.
* Some young Koreans are looking ahead to 2000 as a potential benchmark year for Korean-Americans to gain more influence in city politics."
9009030,386541,"After reading the article, I have identified four protest activities:

1= Vigiling (silent protest holding placards, banners); 
2= Leafleting (distributing literature or tabling);
3= Petitioning (obtaining signatures and presentation of petitions, letters, signature);
4= Singing collectively;

So, my response is: < 29 ; 15; 18; 42 >."
9009028,386597,"After reading the article, I've extracted 4 protest-related activities:

< 20 ; 22 ; 26 ; 38>

Here's a brief explanation for each activity:

1. Holding signs, picket line, placarding, human bill-boarding, informational picketing (Code 20): The protesters held signs and placards on the courthouse steps and later on the ground outside the Contemporary Arts Center.
2. Procession or marching (Code 22): The protesters marched from the courthouse to the Contemporary Arts Center after their demonstration on the courthouse steps.
3. Silence (Code 26): Although not explicitly mentioned, the protesters' silent vigil on the courthouse steps and later on the ground can be inferred as a form of silence.
4. Musical and/or Vocal Performance by celebrities or participants (Code 38): The article does not specify musical performances, but it mentions that ""several"" artists and advocates for the museum protested on the courthouse steps, which could include music or singing.

Please note that these codes are based on my interpretation of the article's content. If you'd like me to revise or expand upon this analysis, please let me know!"
9010005,388275,"Based on the article, I code up to 4 protest activities:

17 ; 20 ; 27 ; 98

Here's my reasoning:

1. Code 17: Parading chariots - Although there is no mention of actual parades or chariots in the article, the lawsuit filed in Federal court can be seen as a form of ""protest"" that brings attention to the issue.
2. Code 20: Holding signs, picket line, placarding, human bill-boarding, informational picketing - The article mentions specific individuals sharing their stories and experiences with AIDS-related symptoms, which can be considered a form of holding signs or placards.
3. Code 27: Speechmaking - The lawsuit filed in Federal court is essentially a speech or argument made to the judge and the public about the unfair treatment of those with AIDS.
4. Code 98: Other activity - As the article primarily focuses on the legal action taken by the plaintiffs, I couldn't find any specific protest activities mentioned that fit into the other categories (e.g., no marches, rallies, or chanting)."
9010011,389575,"After reading the article, I extracted four protest-related activities:

<20 ; 0 ; 0 ; 0>

Explanation:

* The main activity mentioned is that anti-Semitic graffiti was discovered at the Mount Hebron Cemetery, which suggests a protest activity involving holding signs or placarding (category 20)."
9010021,390352,"Here are the protest activities mentioned in the article:

< 20 ; 26; 27 ; 98>

* Code 20: holding signs, picket line, placarding, human bill-boarding, informational picketing (mentioned in the quote ""a Sabbath of protest"" and the description of rabbis raising their voices)
* Code 26: silence references to deliberate, designated periods of prayer vigil outside the United States Mission to the United Nations
* Code 27: speechmaking references to speech making by Rabbi Marc D. Angel, Kenneth J. Bialkin, and other spokesmen
* Code 98: Other activity (encompassing activities like letter-writing campaign, nationwide protests, and prayer vigils)"
9010023,390356,"Here are the protest activities mentioned in the article:

1 = Vigilance (protest against racism)
2 = Moratorium (strike or boycott against racism)

Please note that there might be other forms of protest implied by the text, but these two specific actions are explicitly mentioned."
9010032,391311,"Here are the protest activities extracted from the news article:

1; 20; 27; 98

These codes correspond to:

* Bicycling as part of a procession in protest of something (1) - No, not applicable
* Holding signs, picket line, placarding, human bill-boarding, informational picketing (20) - Yes, Candace Brister is holding signs and being loud at the school's sporting events.
* Speechmaking references to speech making, speakers, testifying, witnessing, short talk, address, sermon, and so on (27) - Yes, Candace Brister is speaking out against the exclusion from the Longhorn Hell Raisers and filing a complaint with the school's administration.
* Other activity (98) - Yes, this category includes any other activities that are not specifically mentioned in the codes."
9010033,391316,"Based on the article, here are the protest activities categorized according to the given criteria:

17 ; 18 ; 20 ; 28

Code explanation:
- 17: Parading chariots
- 18: Petitioning (obtaining signatures and presenting petitions)
- 20: Holding signs/picket line/placarding
- 28: Sloganeering/chanting"
9010030,391453,"Here are the protest activities coded:

< 20 ; 0; 0; 0>

Explanation:
The article reports a physical attack on Deborah Maxwell-Dion, a white jogger, by three black girls under 16 years old in Central Park. This is considered a racial-bias incident by the police. The activity that occurred is holding signs/picketing (code 20) as the girls made racial comments while attacking her."
9010046,393768,1 ; 20 ; 28 ; 98
9010047,393902,"Here are the protest activities extracted from the article:

1. ; 20; 22; 28

Explanation:
- Debate: Faculty members and students have engaged in a sometimes bitter debate on academic freedom, which can be categorized as a form of protesting through discussion (category 9).
- Picketing/informational picketing: The article mentions that some faculty members are not eligible to serve on major university committees that address issues like curriculum and tenure, which implies that they are being excluded from certain decision-making processes. This can be seen as a form of picketing or informational picketing (category 20).
- Procession/marching: There is a mention of student groups expressing concern about the association, with some students asking questions like ""What is the classroom going to be like when this sort of racist but clever rhetoric is circulated all over campus?"" This can be seen as a form of procession or marching (category 22).
- Vigiling/silent protest: The article mentions that some minority and women's groups are trying to learn more before taking an official position, which implies that they may be engaging in silent protests or vigils (category 28)."
9010049,395151,"After reading the article, I've identified four protest activities:

1. 20 ; 2. 27 ; 3. 22 ; 4. 25

These codes correspond to:

* 20: Holding signs, picket line, placarding, human bill-boarding, informational picketing (protesters surrounding the police station house)
* 27: Speechmaking references to speech making, speakers, testifying, witnessing, short talk, address, sermon, and so on (Hasidic protesters giving speeches outside the police station house)
* 22: Procession or marching (protesters congregating outside the police station house and then attempting to clear the area)
* 25: Selling buttons, bumper-stickers, books, frisbees bearing demo info, and so on (no specific evidence of this activity, but it's possible that some protesters may have been distributing materials)"
9010051,395573,"Based on the article, I have identified four protest activities:

< 20 ; 21; 26 ; 28>

Explanation:
1. Holding signs, picket line, placarding, human bill-boarding, informational picketing (20)
2. Praying (21)
3. Silence references to deliberate, designated periods of silence, silent worship, silent vigil (26)
4. Sloganeering/chanting chanting same small sets of words (28)"
9010053,396024,"Here are the protest activities codes:

1; 20; 41; 60

In the article, I identified four protest activities:

* Code 1: Vigiling (silent protest holding placards, banners) - The students waiting for friends in the elevated train station held signs and protested against the officer's actions.
* Code 20: Vigiling (protesting with a collective presence) - The students gathered to support those arrested and to express their opposition to the police's actions.
* Code 41: Polling (report of polling attitudes regarding social movement claim) - The article mentions that more than 25 students and parents showed up at the arraignment in support of those arrested, indicating a collective response to the incident.
* Code 60: Building Take-Over (e.g., administration building) - Although not explicitly stated, the protest could be seen as a form of non-violent resistance or occupation of public space, as students and parents gathered to demonstrate their opposition to the police's actions."
9010055,396281,"1 ; 16; 18; 20

Explanation:

* 1: The protest activity is mentioned in the article as a petition drive, where students are circulating petitions to have the sculpture removed.
* 16: Silent meditation or service may not be directly related to this specific protest, but it could potentially be a related activity that some students might engage in while discussing the controversy surrounding the sculpture.
* 18: The article mentions that the U.N.C. Community Against Offensive Statues is circulating petitions and giving them to relevant parties, which fits under petitioning.
* 20: Holding signs or placards is also mentioned in the article as a form of protest, where students are expressing their opinions about the sculpture."
9011004,397170,"< 27; 20; 0; 0>. 

Explanation: 
The article describes a legal action (filing suit) being taken by two gay men against Federal drug agents who allegedly beat them after a minor traffic incident. This falls under category 27, speechmaking. The article also mentions that the victims filed a complaint with the Justice Department and later brought a lawsuit. Additionally, the article includes some descriptive information about the assault and injuries sustained by the victims, which is not explicitly protest-related but could be considered part of the public discussion around the incident."
9011003,397321,"Here is the categorization of protest activities mentioned in the article:

16; 20; 25; 97"
9011006,397437,"This news article reports on a landmark case involving Nancy Cruzan, a woman who has been in a vegetative state since a car accident in 1983. The case revolves around whether her feeding tube should be removed, and the High Court's ruling stating that citizens have the right to withdraw life-sustaining treatment, but with the requirement of ""clear and convincing"" evidence of an incompetent patient's wishes.

The article highlights the following key points:

1. The High Court ruled that citizens have the right to withdraw life-sustaining treatment, but state courts can require clear and convincing evidence of an incompetent patient's wishes.
2. Nancy Cruzan left no instructions regarding her end-of-life care, which has led to a lengthy legal battle.
3. The family's lawyer, William Colby, presented new testimony from three friends who claimed that Miss Cruzan had specifically said she would not want to live on medical machines if she were unable to do anything for herself.
4. The court-appointed guardian, Thad C. McCanse, produced compelling evidence in support of the family's appeal, including testimony from Dr. James C. Davis, who treats Miss Cruzan daily.
5. Dr. Davis stated that it would be a ""living hell"" for Miss Cruzan to continue her current existence and agreed with the parents' request to discontinue the feeding tube.
6. The case has sparked national interest, with requests for living will forms flooding in after the Supreme Court decision.

This article highlights the importance of end-of-life care planning and the need for individuals to have a say in their own medical treatment, even if they are unable to communicate their wishes themselves."
9011009,397471,"Here are some key points about the strike at The Daily News:

* The Newspaper Guild of New York, which represents newsroom, advertising, and circulation workers, went on strike after a seemingly minor dispute on October 25.
* Management declared that they considered themselves to have been struck by the drivers' union and began replacing 60 workers. This led to other unions following suit and going on strike as well.
* About 100 guild workers had crossed the picket line since the strike began, while management insisted the figure was closer to 400.
* Labor lawyers warned that those who returned to work risked heavy fines for strike-breaking, but noted that the United States Supreme Court had recently placed strict limits on unions' disciplinary powers.
* The paper has been able to hire only two or three permanent replacements for reporters so far, and is instead relying on temporary workers.
* Management supervisors have begun calling employees at other local papers with job offers, and have placed advertisements in several newspapers asking applicants to reply to a post office box.
* Despite management's claims that the press run was the largest since the strike began, relatively few newsstands in New York City appeared to be selling The News. Industry experts estimated that only around 200,000 copies were being sold per day, compared to the paper's usual circulation of over 1 million.
* Some homeless people have begun hawking stolen copies of the paper on the streets, with one vendor selling 50 copies for a quarter each in less than an hour.

Overall, it appears that The Daily News is facing significant challenges as a result of the strike, including difficulties in getting the paper to its readers and a loss of circulation."
9011008,397479,"Based on the article, I would code the protest activities as follows:

< 20 ; 28; 0; 0>

The activity is mainly characterized by the use of ""holding signs"" (picket line, placarding, human bill-boarding, informational picketing) to display the racial slurs and attack against the four victims. Additionally, there was some chanting or sloganeering (""yelling racial slurs"") involved in the protest."
9011007,397528,"After reading the article, I've identified four protest activities:

< 20 ; 26 ; 27 ; 28 >

These codes correspond to:

* Holding signs, picket line, placarding, human bill-boarding, informational picketing (20)
* Silence references to deliberate, designated periods of silence, silent worship, silent vigil (26)
* Speechmaking references to speech making, speakers, testifying, witnessing, short talk, address, sermon, and so on (27)
* Sloganeering/chanting chanting same small sets of words (28)"
9011022,398016,"Here is my response:

22 ; 59 ; 53 ; 39

These protest activities include: 

* Procession or marching (22)
* Yelling or shouting (59)
* Sit-ins (53)
* Camping or erecting tents overnight (includes shantytowns) (39)

Please note that there might be other protest activities mentioned in the article as well, but based on the given criteria, these four categories seem to best fit the description of the protests at Smith College."
9011011,398237,"Here is my response:

20 ; 18 ; 28 ; 98

These protest activities are: 
1. Holding signs, picket line, placarding, human bill-boarding, informational picketing (20)
2. Petitioning both obtaining signatures and presentation of petitions, letters signature (18)
3. Sloganeering/chanting chanting same small sets of words (28)
4. Other activity (98)

Please let me know if you need further clarification!"
9011014,398485,"Here are my answers based on the article:

; 28 ; 20; 97"
9011016,398705,"Here are the protest activities extracted from the news article:

1; 20; 22; 40

Translation: The protest activities include holding signs or picketing (1), absenteeism or boycotting schools (20), marching or procession (22), and lobbying or attempting to influence government policy (40)."
9011019,399061,"Here is my answer:

1; 20; 26; 27

In this article, the protest activity categories that I code up to are:
- Bannering or hanging banners on buildings (97= Lawsuits and other legal maneuvers such as a trial, filing brief, and so on) - This was mentioned in the quote from Edward Ostrowski: ""You're not going to beat us.""
- Holding signs, picket line, placarding, human bill-boarding, informational picketing (20= holding signs, picket line, placarding, human bill-boarding, informational picketting) - The article states that there were thousands of municipal workers gathered in City Hall Park with signs and banners.
- Silence references to deliberate, designated periods of silence, silent worship, silent vigil (26= silence references to deliberate, designated periods of silence, silent worship, silent vigil) - Although it's not explicitly stated in the article, I assume that there was some silent protest or vigil aspect to this rally.
- Speechmaking references to speech making, speakers, testifying, witnessing, short talk, address, sermon, and so on (27= speechmaking references to speech making, speakers, testifying, witnessing, short talk, address, sermon, and so on) - There were several speakers at the rally, including Edward Ostrowski, James Boyle, and Sonny Hall."
9011032,399626,"Here are the protest activities mentioned in the article:

< 20 ; 22 ; 28 ; 43>

In other words, the protest activities that took place were: holding signs (20), procession or marching (22), sloganeering/chanting (28), and torch-passing or passing of other item in relay (43)."
9011020,399861,"1 ; 15 ; 16 ; 27
Code: 
1. Bannering (no) - none mentioned in article
2. Bell Ringing (no) - none mentioned in article
3. Bicycling (no) - none mentioned in article
4. Candle-Lighting (no) - none mentioned in article
5. Canvassing (15) - yes, described as running advertisements in 16 East Coast newspapers
6. Cross Carrying (no) - none mentioned in article
7. Dances (no) - none mentioned in article
8. Debate (no) - none mentioned in article
9. Discussion (no) - none mentioned in article
10. Dramaturgical Presentation (no) - none mentioned in article
11. Fasting/Hunger Strike (no) - none mentioned in article
12. Film Showing (no) - none mentioned in article
13. Fireworks Display (no) - none mentioned in article
14. Leafleting/Distributing Literature (15) - yes, described as running advertisements in 16 East Coast newspapers
16. Meditation (16) - yes, described as wanting to know how many people may have been affected by the discrimination
17. Parading Chariots (no) - none mentioned in article
18. Petitioning (no) - none mentioned in article
19. Photo Exhibiting (no) - none mentioned in article
20. Holding Signs/Picket Line/Placarding (1) - no, but related to the lawsuit and court action
21. Praying (no) - none mentioned in article
22. Procession/Marching (no) - none mentioned in article
23. Reading/Recitation (27) - yes, described as running advertisements with a headline that reads ""If you are black and have sought to become or became a member of a Holiday Spa, read this notice carefully.""
25. Selling Buttons/Bumper-Stickers/etc (no) - none mentioned in article
26. Silence/Silent Worship/Vigil (16) - yes, described as wanting to know how many people may have been affected by the discrimination
27. Speechmaking/Testifying/Witnessing (27) - yes, described as running advertisements with a headline that reads ""If you are black and have sought to become or became a member of a Holiday Spa, read this notice carefully.""
Please note that there might be more protest activities not mentioned in this news article."
9011021,399981,"Here are the protest activities extracted from the article:

1 ; 16 ; 20 ; 28

Code explanation:
1: Vigiling (silent protest holding placards, banners)
16: Meditation (ordinarily silent, silent meditation service)
20: Holding signs (picket line, placarding, human bill-boarding, informational picketing)
28: Sloganeering/chanting (chanting same small sets of words)

Please note that these protest activities are based on my understanding of the article and may not be exhaustive."
9011023,400211,"Based on the article, here are some key points related to protest information:

1. The case involves allegations of sexual assault at a Tau Kappa Epsilon fraternity party at the University of Rhode Island.
2. A 20-year-old student, Michael Lindell, died after shooting himself in the head at his family's home hours before he was scheduled to meet with state police to discuss what he saw that night in the fraternity house.
3. The woman who accused Dave Lallemand of sexual assault testified at a bail hearing that she was not certain that Mr. Lallemand had assaulted her because she had been drinking heavily the day of the party.
4. The incident has sparked a campus protest, with about 200 women staging a vigil demanding more safety measures.
5. The university has taken steps to address concerns about sexual assault on campus, including warning freshmen during orientation about campus rape and considering creating an alcohol-free campus.

Some possible themes or messages that may be present in this case include:

1. The importance of taking allegations of sexual assault seriously and conducting thorough investigations.
2. The need for universities to prioritize student safety and take steps to prevent sexual assaults from occurring on campus.
3. The complexity and nuance of cases involving allegations of sexual assault, which can involve issues of consent, memory, and the impact of alcohol consumption.
4. The importance of supporting victims of sexual assault and providing them with resources and support.
5. The need for universities to address broader societal issues, such as the prevalence of sexual assault on college campuses and the need for increased awareness and education about these issues."
9011025,400899,"Based on the article, I would categorize the protest activities as follows:

< 20 ; 23; 27; 40>

* 20: Leafleting (distributing literature or tabling)
	+ The article mentions that anti-nuclear protesters have hiked onto the test site several times in recent years and been arrested by security forces.
* 23: Procession or marching
	+ The four Greenpeace members were able to reach the detonation site minutes before the bomb was to go off, suggesting they may have marched or processed to get there.
* 27: Speechmaking (references to speech making, speakers, testifying, witnessing, short talk, address, sermon, and so on)
	+ Although not explicitly mentioned in the article, it is likely that the four protesters made speeches or statements before or during their protest action.
* 40: Lobbying (any mention of lobbying, local, state, fed government)
	+ The article implies that Greenpeace has been actively protesting against nuclear tests and advocating for anti-nuclear policies."
9011027,401623,"Protest Information Extraction:

**Event:** Hasidim protest at 90th Precinct station house

**Date:** Last month

**Description:** Approximately 300 Hasidim demonstrated outside the precinct to protest the arrest of a sect member on sexual assault charges. The protest turned violent, resulting in 45 police officers injured and one protester charged with assaulting an officer.

**Accusations:**

* The Hasidim are pushing non-Jewish residents out of their community to create an exclusive enclave.
* Police favoritism towards the Hasidic community, including not issuing parking summonses on predominantly Hasidic blocks and refusing to arrest Hasidic suspects accused of crimes.
* The police department is afraid to act against the Hasidim for fear of upsetting the community.

**Community Tensions:**

* The competition over limited housing available in the area has led to incredible tensions between the Hispanic and Hasidic communities.
* Rumors have spread about the Hasidim having an inside track on federally subsidized apartments, leading to resentment and mistrust.

**Challenges:**

* Housing advocates claim that the city is in contempt of a 1977 consent decree that aimed to increase the number of Hispanic families living in certain NYCHA projects.
* The development of land purchased by Hasidic groups has been challenged unsuccessfully by housing advocates, who argue that the plans are inappropriate on land originally chosen for urban renewal.

**Community Concerns:**

* Some residents have reported instances of Hasidic men making lewd remarks and propositioning minority women, as well as members of a Hasidic volunteer security patrol engaging in vigilante attacks on minority men.
* The Hispanic community fears that the Hasidim are trying to displace them and create an exclusive enclave.

**Leadership Responses:**

* Police Commissioner Lee P. Brown visited the area to clear the air and allay fears, stating that no dual standard of justice exists and that an investigation is continuing to examine the Hasidic protest at the station house.
* City Councilman Abraham G. Gerges is putting together an advisory council composed of community representatives to develop strategies for addressing housing and development issues.

**Overall Sentiment:** The tensions between the Hispanic and Hasidic communities are running high, with many residents expressing frustration and resentment towards the Hasidim's perceived attempts to displace them."
9011028,401634,"Here are my answers in the numeric format:

1 ; 27 ; 28 ; 98"
9011029,402011,"Here's a summary of the protest information extracted from the news article:

**Protest/Concern:** Concerns over sexual assault and harassment at Brown University, with students calling for changes to university policies and attitudes.

**Triggering Event:** The creation of a bathroom list by anonymous women, which led to fear among some students, particularly women. Men on the list have also filed complaints with the university.

**Protest Methods:**

* Student forum held to discuss concerns and demand policy changes
* Women's groups demanding swift action from universities
* Students organizing to push for change

**Demands:** Strengthening of policies on sexual assault and harassment, creation of a new dean's post for women's issues, mandatory freshmen seminars on date rape.

**Reactions:**

* University officials acknowledging the need for policy changes and strengthening of sexual offense procedures.
* Men on the list expressing anger and frustration at being labeled guilty without a chance to defend themselves.
* Women students demanding change and seeking support from each other.
* University administrators pledging to review policies and strengthen responses to sexual assault and harassment.

**Outcomes:**

* University officials agreeing to hold mandatory freshmen seminars on date rape.
* Creation of a new dean's post for women's issues being considered (although a hiring freeze initially prevents the appointment).
* Students expressing hope that change will occur, but acknowledging it may take time to bring about meaningful policy changes and attitude shifts among men."
9011031,402019,"After reading the article, I've extracted four protest-related activities. Here are my findings:

< 28 ; 20 ; 16 ; 97>

Here's what each code refers to:

* 28: Sloganeering/chanting - The article mentions that the agents have filed informal complaints and a formal civil rights complaint with the Treasury Department, which can be seen as a form of sloganeering or chanting.
* 20: Holding signs, picket line, placarding, human bill-boarding, informational picketing - The lawsuit and protests are being carried out through written statements and public declarations, which is similar to holding signs or engaging in informational picketing.
* 16: Meditation, ordinarily silent, silent meditation service - While not explicitly stated, the lawsuit and protests can be seen as a form of silent meditation or prayer, seeking justice and equality.
* 97: Lawsuits and other legal maneuvers such as a trial, filing brief, and so on - The main protest activity mentioned in the article is the lawsuit itself, which is a legal maneuver aimed at achieving social change."
